tv,lnl,social,display,email,search,sales
2498.16047538945,562.8583713734685,2284.0632923085755,862.0180654023293,513.4362557195259,758.5293712157961,6496.725087802827
4802.857225639665,1772.8208225275607,1168.2799299900976,1437.6255578817777,1392.8081973475232,628.8770930752963,7235.79495674393
3927.9757672456203,1128.7119621526533,1323.2574281892275,1448.7621459321279,955.7776096926428,447.62209302906217,7028.3931291680865
3394.6339367881465,1517.1413823294056,2797.108377054158,1564.9158817978478,1309.1032127185158,851.0360157655589,7119.318515013666
1624.0745617697462,2315.132947852186,2212.85811931918,1671.3096004671938,752.0545611336729,747.7849380431035,6540.234856809092
1623.9780813448106,998.58445829775,1018.3941032332593,1971.0224953550414,1385.0755513458205,330.09355147591305,6234.752201135438
1232.3344486727979,1320.7658460712596,1202.9430857320642,1419.5604179614343,828.1218466075794,928.741747595074,6641.254826876096
4464.704583099741,2011.1022770860973,2327.0035382161113,1187.547767529495,411.9214166283282,858.0297943385352,7356.898040632272
3404.4600469728352,957.5963309832449,1010.1231676924374,1754.2234337224445,1395.92017406119,959.8399306335392,6875.225240184127
3832.290311184182,653.959819657586,1321.6161028349973,1124.998701514489,500.4153444647469,780.575606710688,6923.873824771382
1082.33797718321,1079.502905827536,2097.4675787331726,1326.7657048467634,751.2450013494563,690.732156748632,6289.155836343781
4879.639408647978,822.4425745080089,2383.7903953853865,894.1476576107192,1445.0681637558855,534.5944290324951,7431.334692359538
4329.770563201687,2359.395304685146,2303.922519005201,830.420892098549,1445.6678616313118,946.1827866832106,7519.592458942143
1849.3564427131046,2116.240759128834,1448.5386189211195,1955.17809761351,1030.7816769356148,892.8511116003267,6834.525123667811
1727.2998688284024,1766.807513020847,2424.358442695072,1803.176144614647,1095.0209333867792,236.17493608495153,6623.966465086646
1733.6180394137352,2242.921180375435,1474.4981749936,1635.1690473124377,893.2900741761517,221.0935795978016,6376.862588626988
2216.968971838151,2107.344153798229,1650.7993963185354,1290.7435332971238,722.531848867871,501.1706935024397,6526.79016907944
3099.0257265289515,873.1401177720717,2492.982810236048,1007.953184085015,761.5309999069075,848.4426646254664,6462.639265417217
2727.780074568463,2285.1179969799555,2299.2657980944296,987.7244512053032,1139.7703016847422,989.8209034519556,6606.283617797945
2164.9165607921677,1578.6844838313013,2698.446820988356,1100.2914777975143,1227.611982381448,320.33351288282256,7032.721428210669
3447.411578889518,2114.8803103281252,2315.225784600687,1459.0719976473447,1270.7369480984335,675.304572281708,7554.915187658427
1557.9754426081672,2292.1825998469867,2136.6172066709432,1657.515107240075,1268.5799570740091,504.7126853048172,6614.655035099315
2168.5785941408726,1136.0069499437277,1187.349535656185,1592.2368520612777,500.3267133535594,975.9315182516825,6630.85659732536
2465.4473731747667,720.1038490553535,1735.431606118867,1135.9206763351315,943.8623351728396,873.695138508567,6697.904789748244
2824.2799368681435,955.8703250838834,1530.404735363451,1945.838336795833,463.3146360183087,870.6629637689102,7459.95768205697
4140.703845572054,1354.2155772525125,1487.9792867581673,1685.4763000349221,1004.481770556109,574.9545278359763,7460.969565548536
1798.6951286334388,2136.029531844986,2946.0211095048912,1465.224863013681,885.6835515107148,531.8556018701322,6762.375027454145
3056.9377536544466,2221.4611665126868,1786.1954493335209,1534.0648954812227,1376.4746010341296,418.725657544565,6826.14536594847
3369.6582754481697,513.9042610623814,2784.0931103542266,1303.5200749133478,786.0065138072866,245.1003973207417,6740.413089238404
1185.8016508799908,1521.4946051551315,2262.2772519945256,1097.277187401389,528.7737180703664,891.7779010040425,6367.776547755409
3430.1794076057536,1334.822006297558,2589.6226070832968,1227.167214381514,557.2908502581195,850.3208073040621,6937.8668068209045
1682.0964947491661,944.2156209414604,2005.2741862103842,1709.415332557243,1237.6616948892195,999.7741386289044,6381.424326029949
1260.206371941118,739.7307346673656,2153.807769252718,817.272186355707,1080.0398696478871,997.3094696591243,6182.5503993197635
4795.542149013333,1175.230342807256,1985.0353876377278,939.2871686082995,511.23494373506924,644.345364482102,7054.063208809575
4862.528132298237,2385.819407825038,1390.485975596089,855.2031704261033,492.51748672649717,815.1899321444084,7562.772341044395
4233.589392465845,1146.4058640415105,2444.9042305230105,848.8745627827642,1171.066044605032,955.8125839059425,7476.165714213361
2218.4550766934826,1537.581243486732,1561.5447248817115,1826.5527008132087,480.0393070006129,879.7179125419292,6669.745864402987
1390.6884560255355,1906.0379177903558,1048.6319328629077,1644.3894312560283,1304.046065219392,397.8784813945581,6664.715762784138
3736.9321060486277,1227.259204758588,2290.9445918143356,1369.0085949047902,1176.866449872146,560.4353082480748,7230.930818976735
2760.6099749584055,2443.5641654419214,1354.2213588140978,917.4009927812018,489.4836587060897,303.327532121196,6382.054182470119
1488.1529393791152,2424.8945898842226,2880.9171687058288,1389.9390501401988,493.3214854937111,963.2408218069779,6966.305928042847
2980.707640445081,1003.5645916507283,2907.857154005175,1368.166124936679,1485.303536351293,684.939707560704,7267.074993696961
1137.5540844608736,1494.4970117847708,2829.728780440897,1007.8422438920182,811.6978753317323,382.9142444027702,6186.49426786343
4637.281608315128,1101.7566196335392,1740.3174005108888,1320.6219790855675,807.70636177358,737.3605475246853,7281.3155617515695
2035.1199264000677,1069.6809887549352,1030.913233057735,1278.205681276848,1294.0795239832528,694.5025923663167,6278.192631445696
3650.089137415928,573.7738947090656,2856.637125175451,1539.0201176626597,1441.9734351222446,486.5301744262724,7068.186976929084
2246.8443043576435,1719.1286679597938,1856.3682966346287,1562.1123810411725,1484.601170205158,290.84607375970324,6958.821771705574
3080.272084711243,1505.358046457723,2933.3096380873394,854.3648117264535,1228.7160037848357,737.2585564742396,7439.519242594517
3186.841117373119,602.9575024999787,2927.2399541785057,1249.5351375517655,813.8855440840073,616.2461607230346,6788.025918481651
1739.4178221021082,1057.292928473223,2706.01891093472,1551.0318988570837,491.85078836853563,817.8547133885114,6771.808686887754
4878.338511058235,2316.5317719333075,1588.8977841391713,1403.7635102961053,1254.8616075201803,616.1308008895946,7367.762383708618
4100.531293444458,979.1237813339449,1770.1954572038505,1827.7878094259868,1014.2446747093855,881.7452002548321,7232.987765376253
4757.995766256756,789.7897441824462,2702.273343033714,1590.4323579427341,866.6442101716739,641.5254710195884,7480.62136895851
4579.309401710596,1478.905520555126,1633.8440103125554,995.5213124977156,1396.9898236042095,648.7503772283089,7125.012584055374
3391.5999152443405,2471.300908221201,1338.985493372185,884.6824968805158,522.3172305367665,901.3228821266761,6808.196941261076
4687.496940092467,984.1105430230009,2113.6025249167005,1570.9031338475788,941.8876147199451,522.7862929699177,7298.2726458469015
1353.970008207678,1844.2710948117572,2872.309548321562,831.8135726499462,412.48900924416097,307.2121827605126,6427.505794848334
1783.9314496765808,2023.2392306574352,2392.059593349946,1502.930697528156,915.5267061935389,223.02614105067119,6640.069987632144
1180.9091556421522,975.2750879847993,2140.12234017873,1928.2762897099492,461.93360325002106,804.1098045388952,6415.04145312323
2301.3213230530573,1956.432697223719,1194.352987541537,1490.5690134510546,530.6997078948791,696.2476410827717,6367.4478705323645
2554.709158757928,1235.5662654385064,2230.0144533983394,1265.8039114478263,529.2788714548153,763.2638144793789,6631.008875493422
2085.3961270955833,1764.611661187159,2980.1077002085267,1571.9458621308238,1114.13133232767,370.3713292071286,7058.092504697458
4314.950036607717,1767.0594215217893,1280.168030473048,1349.90346858982,1220.6493671919657,309.0971804694158,7290.5380159510805
2427.0133067743573,1571.549368149517,2036.6593047274735,1454.7401471791218,1041.7056416068756,211.63573253430553,6559.60672871481
2123.738038749523,680.5795401088167,2754.746143855911,1929.7577705318301,1458.3898033219962,480.47004704527757,6991.210996323108
3170.784332632994,2170.6049911784758,2481.537235508409,1263.3231653609291,812.3576374760744,671.9341494837065,7211.228273034875
1563.6968998990505,1141.5601299434716,2394.031481990536,1953.428676588697,714.2832949100468,513.7952360797858,6317.991503632382
4208.787923016159,873.0370207997084,2404.9681679742184,1886.4207703472764,1355.4590410084063,549.9799376189833,7625.875942515642
1298.2025747190833,581.5502831095279,1718.9823024395105,1034.9493617471558,645.9554223713978,923.3269555949987,6077.773344621933
4947.54774640207,1681.7858863764836,1587.1836885289867,883.2335610501985,1459.5447933846724,478.6043736186403,7487.510636295989
4088.9790771866296,1855.1287236845649,2618.7223109570273,920.933601652912,413.369922158798,611.1915913278486,7043.900838092952
1794.8627261366896,533.1756578557123,2620.226789358361,821.8661907818597,1466.866709378403,826.9224101929144,6236.375333594078
1022.0884684944097,1524.186116598562,2734.1446371602074,913.3315529071141,447.4759031456337,517.2342258570161,5951.3339825179855
4261.845713819337,952.991550395876,2826.4811051129427,1619.6081280996282,1380.257425067878,697.6693601822988,7582.824083823779
3827.4293753904685,1790.3455808188996,2022.6847977218756,885.4263781522748,980.4712199949298,889.8909669973962,7151.643925783806
3916.028672163949,848.7328580099829,2003.0325893743993,1182.7707563525137,1492.2612757312304,959.6164989261136,7052.481967744107
4085.081386743783,1881.8754762049318,2596.5903579335504,1813.8503731633455,481.1762212089387,317.65878474323034,7524.059658122068
1296.1786069363616,1273.470692601075,2299.9278615555304,827.926322882991,1009.2397128414528,941.2701001291955,6032.703224228161
2433.8629141770907,2373.459977473469,2403.9337545154067,1777.362179106723,1466.232789181009,593.6930344636305,7040.047430900614
1463.476238100519,775.0418882919864,2591.585338872202,1138.2257297280798,975.4076285871637,406.5955106391667,6225.435921450715
4452.413703502374,1182.132702100517,2780.0106836351324,941.7977931459875,1092.3385019487887,567.3086049906091,7276.496745400208
3493.1925073102316,726.9470424811782,1675.9903137030715,1636.0845984369807,1165.323557883079,984.0260602283817,7111.205190635571
2323.592099410597,2349.3872365571256,1751.1659052798882,1554.7314161358609,899.9951712445505,594.0944751942957,6575.789076890299
1254.2334011440946,2254.678706761962,1187.963879681738,1852.9664162324636,1090.3138880924698,463.0012882300066,6322.774438866697
2243.929286862649,1015.8832554303112,2156.560281992348,1682.0852525646628,1042.7457431154103,706.7206834533806,7004.148810025483
2300.733288106988,1819.9680920683581,1071.884547593484,1764.1771164618183,1391.273811540088,392.11649502255443,6569.163926998305
3918.4247133522563,2134.4444004024317,1931.1960362649202,1138.4414870855678,449.99101837560363,260.69066248693116,7213.805354468237
3550.2298854208525,1610.4016231989247,2085.2892694151533,1012.9274525356674,709.0595085514533,303.10377752851934,6726.606696907195
